token	lemma
ingénieurs	ingénieur
appréhender	appréhender
façon	façon
manipuler	manipuler
composant	composer
introduire	introduir
espace	espace
tokamak	tokamak
besoin	besoin
retourner	retourner
puis	pouvoir
positionner	positionner
outils	outil
réalité	réalité
virtuelle	virtuel
vont	aller
leur	son
permettre	permettre
élaborer	élaborer
toute	tout
séquence	séquence
assemblage	assemblage
établir	établir
cheminement	cheminement
composant	composer
intérieur	intérieur
machine	machine
anticiper	anticiper
outillage	outillage
ils	il
vont	aller
avoir	avoir
besoin	besoin
manipuler	manipuler
composant	composer
prévoir	prévoir
quel	quel
moment	moment
va	aller
nécessaire	nécessaire
procéder	procéder
campagnes	campagner
métrologie	métrologie
résume	résumer
responsable	responsable
installation	installation
mener	mener
bien	bien
développements	développement
nécessaires	nécessaire
cadre	cadre
thématiques	thématique
irfm	irfm
travaille	travailler
étroite	étroite
collaboration	collaboration
list	list
laboratoire	laboratoir
intégration	intégration
systèmes	système
technologies	technologie
cea	cea
centre	centre
réalité	réalité
virtuelle	virtuel
méditerranée	méditerraner
crvm	crvm
luminy	luminy
spécialisé	spécialisé
étude	étude
facteur	facteur
humain	humain
sciences	science
mouvement	mouvement
équipes	équiper
iter	iter
répondre	répondre
besoins	besoin
fusion	fusion
thèse	thès
démarre	démarr
année	année
aspects	aspect
ergonomiques	ergonomiquer
poste	post
travail	travail
collaboration	collaboration
concepteurs	concepteur
iter	iter
indique	indique
delphine	delphin
keller	keller
agit	agir
notamment	notamment
pouvoir	pouvoir
restituer	restituer
opérateur	opérateur
efforts	effort
génère	générer
chaque	chaque
collision	collision
environnement	environnement
salle	sall
réalité	réalité
virtuelle	virtuel
irfm	irfm
formidable	formidable
outil	outil
permet	permettre
optimiser	optimiser
conception	conception
composants	composant
iter	iter
même	même
interventions	intervention
opérateurs	opérateur
dérouleront	dérouler
lors	lors
assemblage	assemblage
composants	composant
occasion	occasion
opérations	opératier
maintenance	maintenance
machine	machine
outil	outil
efficace	efficace
formation	formation
grâce	grâce
auquel	auquel
opérateurs	opérateur
vont	aller
pouvoir	pouvoir
former	former
répéter	répéter
chaque	chaque
geste	geste
virtuellement	virtuellement
avant	avant
exécuter	exécuter
directement	directement
machine	machine
cancer	cancer
primitif	primitif
foie	foie
essai	essai
phase	phase
iii	iii
livatag	livatag
bioalliance	bioalliance
pharma	pharma
cancer	cancer
primitif	primitif
foie	foie
essai	essai
phase	phase
iii	iii
livatag	livatag
bioalliance	bioalliance
pharma	pharma
créée	créer
1997	1997
bioalliance	bioalliance
pharma	pharma
entreprise	entreprendre
cinquantaine	cinquantaine
personnes	personne
fait	faire
rd	rd
secteur	secteur
pharmacie	pharmacie
ses	son
médicaments	médicament
destinés	destiner
pathologies	pathologie
dites	dire
spécialités	spécialiter
déjà	déjà
présents	présent
marché	marché
européen	européen
etats-unis	etats-unis
essentiel	essentiel
ses	son
programmes	programme
focalisé	focaliser
pathologies	pathologie
orphelines	orphelin
cancérologie	cancérologie
véritable	véritable
cheval	cheval
troie	troie
constitué	constituer
doxorubicine	doxorubicine
encapsulé	encapsuler
polymère	polymère
livatag	livatag
fait	faire
objet	objet
essai	essai
international	international
phase	phase
iii	iii
randomisé	randomiser
démarré	démarrer
juin	juin
2012	2012
étude	étude
clinique	clinique
phase	phase
ii	ii
mené	mener
chez	chez
patients	patient
atteints	atteindre
carcinome	carcinome
hépatocellulaire	hépatocellulaire
montré	montrer
augmentation	augmentation
significative	significatif
17	17
mois	mois
survie	survie
chez	chez
ceux	celui
recevaient	recevoir
traitement	traitement
carcinome	carcinome
hépatocellulaire	hépatocellulaire
cancer	cancer
primitif	primitif
foie	foie
pathologie	pathologie
extrêmement	extrêmement
sévère	sévère
2ème	2ème
cause	cause
mort	mort
cancer	cancer
monde	monde
rappelle	rappell
judith	judith
greciet	greciet
directrice	directrice
générale	général
bioalliance	bioalliance
pharma	pharma
celle-ci	celui-ci
précise	préciser
y	y
environ	environ
800000	800000
nouveaux	nouveau
cas	cas
an	an
monde	monde
quelque	quelque
750000	750000
morts	mort
spécialistes	spécialiste
parlent-ils	parlent-ils
incidence	incidence
égale	égal
prévalence	prévalence
moment	moment
diagnostic	diagnostic
fait	faire
tardivement	tardivement
fait	faire
pathologie	pathologie
stades	stade
précoces	précoce
asymptomatique	asymptomatique
patients	patient
n	n
moyenne	moyenne
espérance	espérance
vie	vie
environ	environ
1	1
an	an
stade	stade
transplantation	transplantation
résection	résection
n	n
possible	possible
souligne-t-elle	souligne-t-ell
phase	phase
avancée	avancer
cancer	cancer
foie	foi
laquelle	lequel
intéresse	intéresser
équipe	équipe
bioalliance	bioalliance
pharma	pharmer
autant	autant
n	n
existe	exister
seul	seul
traitement	traitement
disponible	disponible
sorafenib	sorafenib
celui-ci	celui-ci
reçu	recevoir
autorisation	autorisation
mise	mise
marché	marcher
suite	suite
étude	étude
phase	phase
iii	iii
montré	montrer
augmentation	augmentation
durée	durer
environ	environ
3	3
mois	mois
chez	chez
patients	patient
traités	traiter
rapport	rapport
ceux	celui
groupe	groupe
ayant	avoir
reçu	recevoir
placebo	placebo
quasi	quasi
absence	absence
traitement	traitement
due	devoir
fait	faire
cancer	cancer
primitif	primitif
foie	foie
extrêmement	extrêmement
résistant	résistant
face	face
chimiothérapie	chimiothérapie
cellules	cellule
tumorales	tumoral
type	typ
cancer	cancer
réussissent	réussir
mettre	mettre
place	place
mécanismes	mécanisme
résistance	résistance
rendent	rendre
traitement	traitement
inefficace	inefficace
tendance	tendance
actuelle	actuel
chercheurs	chercheur
expérimenter	expérimenter
thérapies	thérapie
dites	dire
ciblées	ciblée
utilisant	utiliser
molécules	molécule
sophistiquées	sophistiquer
va	aller
essayer	essayer
frapper	frapper
plusieurs	plusieurs
cibles	cible
spécifiques	spécifique
cellules	cellule
tumorales	tumoral
là	là
encore	encore
dernières	dernier
réussissent	réussissent
mettre	mettre
place	place
mécanismes	mécanisme
empêchant	empêcher
thérapies	thérapie
attaquer	attaquer
chercheurs	chercheur
bioalliance	bioalliance
pharma	pharmer
ont-ils	ont-ils
eu	avoir
idée	idée
faire	faire
entrer	entrer
cheval	cheval
troie	troie
cellules	cellule
tumorales	tumoral
afin	afin
détruire	détruire
or	or
y	y
parvenir	parvenir
faut	falloir
tromper	tromper
leurrer	leurrer
aide	aide
structure	structure
polymère	polymère
particulière	particulière
laquelle	lequel
trouve	trouver
doxorubicine	doxorubicine
utilisée	utiliser
chimiothérapie	chimiothérapie
va	aller
ensuite	ensuite
libérée	libérer
coeur	coeur
cellules	cellule
détruire	détruire
intérêt	intérêt
nanoformulation	nanoformulation
constituée	constitué
autre	autre
structure	structure
polymère	polymère
particulière	particulière
100	100
300	300
nanomètres	nanomètre
capable	capable
masquer	masquer
principe	principe
actif	actif
empêcher	empêcher
mécanismes	mécanisme
résistance	résistance
reconnaître	reconnaître
résume	résumer
judith	judith
greciet	greciet
menée	mener
chez	chez
patients	patient
atteints	atteindre
carcinome	carcinome
hépatocellulaire	hépatocellulaire
étude	étude
phase	phase
ii	ii
menée	mener
28	28
patients	patient
montré	montrer
survie	survie
médiane	médian
32	32
mois	mois
patients	patient
traités	traiter
livatag	livatag
alors	alors
elle	lui
n	n
était	être
15	15
mois	mois
patients	patient
ayant	avoir
reçu	recevoir
traitement	traitement
référence	référence
chimioembolisation	chimioembolisation
cela	celer
dit	dire
étude	étude
stoppée	stoppée
raison	raison
apparition	apparition
effets	effet
secondaires	secondaire
sévères	sévère
nous	nous
avons	avoir
dû	devoir
retravailler	retravailler
notre	notre
modèle	modèle
redéfinir	redéfinir
nouveau	nouveau
schéma	schéma
administration	administration
traitement	traitement
afin	afin
celui-ci	celui-ci
acquiert	acquiert
tolérance	tolérance
acceptable	acceptable
nécessaire	nécessaire
patients	patient
tout	tout
conservant	conserver
efficacité	efficacité
thérapeutique	thérapeutique
explique	expliquer
directrice	directrice
général	général
bioalliance	bioalliance
pharma	pharma
lancé	lancer
juin	juin
2012	2012
étude	étude
clinique	clinique
phase	phase
iii	iii
autrement	autrement
dit	dire
dernière	dernier
étape	étape
développement	développemer
médicament	médicament
avant	avant
éventuel	éventuel
dépôt	dépôt
autorisation	autorisation
mise	mettre
marché	marché
poursuit	poursuivre
france	france
europe	europe
etats-unis	etats-unis
400	400
patients	patient
atteints	atteindre
carcinome	carcinome
hépatocellulaire	hépatocellulaire
vont	aller
y	y
participer	participer
nous	nous
attendons	attendre
résultats	résultat
préliminaires	préliminaire
2016	2016
indique	indique
directrice	directrice
générale	général
bioalliance	bioalliance
pharma	pharma
souligne	souligner
étude	étude
telle	tel
ampleur	ampleur
nécessite	nécessiter
budget	budget
10	10
12	12
millions	million
euros	euro
juillet	juillet
année	année
passée	passer
entreprise	entreprise
obtenu	obtenir
financement	financement
près	près
9	9
millions	million
euros	euro
bpifrance	bpifrance
ex-oseo	ex-oseo
banque	banqu
publique	public
investissement	investissemer
43	43
millions	million
euros	euro
accélérer	accélérer
développement	développement
industriel	industriel
projet	projet
livatag	livatag
financement	financement
permet	permettre
ailleurs	ailleurs
soutenir	soutenir
mise	mise
place	place
nice	nice
nano	nano
innovation	innovation
for	for
cancer	cancer
consortium	consortium
regroupe	regrouper
cea-leti	cea-leti
développe	développer
technologie	technologie
lipidots	lipidot
institut	institut
galien	galien
paris-sud	paris-sud
université	université
paris-sudcnrs	paris-sudcnr
équipe	équipe
académique	académique
spécialisée	spécialiser
nanoparticules	nanoparticule
entreprises	entreprise
nanobiotix	nanobioti
dbi	dbi
consortium	consortium
établir	établir
première	premier
filière	filière
nanomédecine	nanomédecin
france	france
axée	axer
particulièrement	particulièrement
autour	autour
aspects	aspect
caractérisation	caractérisation
industrialisation	industrialisation
procédés	procéder
fabrication	fabrication
propres	propre
nanomédicaments	nanomédicament
9	9
lauréats	lauréat
33ème	33ème
édition	édition
concours	concours
inn-ovations	inn-ovation
midi-pyrénées	midi-pyréner
coeur	coeur
régions	région
9	9
lauréats	lauréat
33ème	33ème
édition	édition
concours	concours
inn-ovations	inn-ovation
midi-pyrénées	midi-pyréner
piloté	piloter
agence	agence
régionale	régional
innovation	innovation
mpi	mpi
midi-pyrénées	midi-pyréner
innovation	innovation
concours	concours
inn	inn
ovations	ovation
mieux	mieux
doté	doter
france	france
puisque	puisque
ses	son
dotations	dotation
montent	monter
210000	210000
euros	euro
sa	son
33ème	33èm
édition	édition
jury	jury
composé	composer
110	110
experts	expert
choisi	choisir
récompenser	récompenser
9	9
projets	projet
innovation	innovation
région	région
midi-pyrénées	midi-pyréner
parmi	parmi
128	128
dossiers	dossier
candidature	candidature
reçus	recevoir
concours	concours
faut	falloir
souligner	souligner
mobilisé	mobiliser
nombreuses	nombreux
entreprises	entreprise
parmi	parmi
lesquelles	lequel
111	111
pme	pme
catégories	catégorie
innovation	innovation
technologies	technologie
innovation	innovation
société	société
remportent	remporter
toujours	toujours
autant	autant
succès	succès
autre	autre
motif	motif
satisfaction	satisfaction
organisateurs	organisateur
concours	concours
fait	faire
innovation	innovation
soit	être
présente	présent
partout	partout
territoire	territoire
région	région
midi-pyrénées	midi-pyréner
40	40
dossiers	dossier
déposés	déposer
étaient	être
issus	issu
départements	département
aveyron	aveyron
ariège	ariège
tarn	tarn
tarn-et-garonne	tarn-et-garonne
gers	ger
hautes-pyrénées	hautes-pyrénée
grand	grand
prix	prix
33ème	33èm
édition	édition
inn	inn
ovations	ovation
attribué	attribuer
whylot	whylot
start-up	start-up
créée	créer
y	y
ans	an
installée	installer
cambes	cambe
pépinière	pépinièr
entreprise	entreprise
quercypôle	quercypôle
comptant	compter
9	9
salariés	salarier
celle-ci	celui-ci
conçu	concevoir
nouvelle	nouveau
architecture	architecture
moteur	moteur
électrique	électrique
sans	sans
aucun	aucun
fil	fil
électrique	électrique
sans	sans
fer	fer
rotor	rotor
peut	pouvoir
tourner	tourner
5000	5000
toursminute	toursminute
rendement	rendement
supérieur	supérieur
98	98
président	président
entreprise	entreprise
romain	romain
ravaud	ravaud
résume	résumer
véritable	véritable
innovation	innovation
rupture	ruptur
nous	nous
avons	avoir
remplacé	remplacer
moteur	moteur
2	2
tonnes	tonne
rendement	rendemer
70	70
moteur	moteur
200	200
kg	kilogramme
sans	sans
cuivre	cuivre
rendement	rendement
98	98
moteur	moteur
n	n
utilise	utiliser
ni	ni
cuivre	cuivre
ni	ni
fer	fer
matériaux	matérial
remplacés	remplacer
aluminium	aluminium
afin	afin
réduire	réduire
pertes	perte
électriques	électrique
solution	solution
autant	autant
intéressante	intéressant
contexte	contexte
raréfaction	raréfaction
matières	matière
premières	premier
pouvant	pouvoir
utilisé	utiliser
motorisation	motorisation
électrique	électrique
générateur	générateur
électricité	électricité
moteur	moteur
peut	pouvoir
adapter	adapter
divers	divers
domaines	domaine
aéronautique	aéronautique
marché	marché
énergie	énergie
passant	passer
spatial	spatial
automobile	automobile
pétrochimie	pétrochimie
agroalimentaire	agroalimentaire
autres	autre
lauréats	lauréat
concours	concours
-	-
actis	acti
catégorie	catégorie
coup	coup
coeur	coeur
hybris	hybris
nouvelle	nouveau
génération	génération
innovation	innovation
thermique	thermique
-	-
crusta	crusta
catégorie	catégorie
prix	prix
spécial	spécial
eurorégion	eurorégion
pyrénées-méditerranée	pyrénées-méditerraner
amélioration	amélioration
conservation	conservation
crustacés	crustacer
frais	frais
technologie	technologie
haute	haute
pression	pression
-	-
beta	beta
tech	tech
catégorie	catégorie
innovation	innovation
futur	futur
deexbio	deexbio
biocarburants	biocarburant
3ème	3èm
génération	génération
-	-
delair-tech	delair-tech
catégorie	catégorie
innovation	innovation
technologie	technologie
drones	drone
viticulture	viticulture
précision	précision
-	-
naïo	naïo
technologies	technologier
catégorie	catégorie
innovation	innovation
société	société
oz	oz
robot	robot
assistance	assistance
maraîcher	maraîcher
-	-
lycée	lycée
charles	charle
gaulle	gaull
catégorie	catégorie
innovation	innovation
formation	formation
technologique	technologique
trimouv	trimouv
green	green
tricycle	tricycle
assistance	assistance
électrique	électrique
tout	tout
confort	confort
caréné	caréner
-	-
laboratoire	laboratoire
ecolab	ecolab
inptupscnrsomp	inptupscnrsomp
catégorie	catégorie
innovation	innovation
formation	formation
déplass	déplas
métaux	métal
géraniums	géranium
dépolluer	dépolluer
sols	sol
-	-
fusia	fusia
catégorie	catégorie
innovation	innovation
stratégie	stratégie
impression	impression
3d	3d
métal	métal
quatre	quatre
nouveaux	nouveau
projets	projet
maturation	maturation
validés	valider
aquitaine	aquitaine
science	science
transfert	transfert
coeur	coeur
régions	région
quatre	quatre
nouveaux	nouveau
projets	projet
maturation	maturation
validés	valider
aquitaine	aquitaine
science	science
transfert	transfert
décembre	décembre
aquitaine	aquitaine
science	science
transfert	transfert
satt	satt
société	société
accélération	accélération
transfert	transfert
technologies	technologie
aquitaine	aquitaine
validé	valider
4	4
nouveaux	nouveau
projets	projet
maturation	maturation
3	3
domaine	domaine
santé	santé
1	1
secteur	secteur
énergie	énergie
filières	filière
vertes	vert
aquitaine	aquitaine
science	science
transfert	transfert
créée	créer
initiative	initiative
programme	programm
investissements	investissement
avenir	avenir
objectifs	objectif
valoriser	valoriser
académique	académique
améliorer	améliorer
processus	processus
transfert	transfert
technologies	technologier
vers	vers
entreprises	entreprise
développé	développé
chercheurs	chercheur
laboratoire	laboratoir
chimie	chimie
biologie	biologie
membranes	membrane
nanoobjets	nanoobjet
cbmn	cbmn
laboratoire	laboratoir
chimie	chimie
polymères	polymère
organiques	organique
lcpo	lcpo
premier	premier
projets	projet
vise	viser
synthétiser	synthétiser
nanoparticules	nanoparticule
capables	capable
libérer	libérer
antibiotiques	antibiotique
nanoparticules	nanoparticule
greffées	greffer
préalablement	préalablement
surface	surface
biomatériaux	biomatériau
titane	titane
variation	variation
ph	ph
implants	implant
osseux	osseux
observée	observer
cas	cas
infection	infection
bactérienne	bactérien
va	aller
entraîner	entraîner
relargage	relargage
antibiotique	antibiotique
second	second
projet	projet
propose	proposer
utiliser	utiliser
probiotiques	probiotique
lutter	lutter
contre	contre
caries	carie
possédant	posséder
importante	important
souchothèque	souchothèqu
lactobacilles	lactobacille
origine	origine
salivaire	salivaire
équipe	équipe
laboratoire	laboratoir
odontologie	odontologie
rattaché	rattacher
université	université
bordeaux	bordeaux
segalen	segalen
chu	choir
bordeaux	bordeaux
déjà	déjà
pu	pouvoir
mettre	mettre
évidence	évidence
fort	fort
potentiel	potentiel
probiotique	probiotiqu
anti-caries	anti-carier
certaines	certain
souches	souche
utilisation	utilisation
probiotiques	probiotique
pourrait	pouvoir
représenter	représenter
terme	terme
alternative	alternative
utilisation	utilisation
antibiotiques	antibiotique
antiseptiques	antiseptique
existants	existant
contre	contre
pathologies	pathologie
bucco-dentaires	bucco-dentaire
troisième	troisième
projet	projet
santé	santé
porté	porter
équipe	équipe
centre	centre
etudes	etude
lasers	laser
intenses	intense
applications	application
celia	celia
université	université
bordeaux	bordeaux
1cnrscea	1cnrscea
celle-ci	celui-ci
développé	développer
technologie	technologie
baptisée	baptiser
lasagyl	lasagyl
agit	agir
technologie	technologie
laser	laser
pulsée	pulsé
accordable	accordable
continu	continu
large	large
gamme	gamme
spectrale	spectral
visible	visible
entièrement	entièrement
fibrée	fibré
robuste	robuste
fiable	fiable
car	car
peu	peu
sensible	sensible
conditions	condition
extérieures	extérieurer
technologie	technologie
compacte	compact
conséquent	conséquent
moins	moins
encombrante	encombrant
présente	présent
réel	réel
potentiel	potentiel
portée	porter
vers	vers
différents	différent
marchés	marché
ceux	celui
imagerie	imagerie
biologique	biologique
médical	médical
cosmétique	cosmétique
notamment	notamment
détatouage	détatouage
photocoagulation	photocoagulation
encore	encore
marchés	marché
environnement	environnemer
agroalimentaire	agroalimentaire
sans	sans
oublier	oublier
domaine	domaine
dermatologie	dermatologie
réglage	réglag
longueur	longueur
onde	onde
nécessaire	nécessaire
optimisation	optimisation
traitement	traitemer
selon	selon
peau	peau
patient	patier
quant	quant
quatrième	quatrième
projets	projet
validés	valider
vise	vise
développer	développer
calorimètres	calorimètre
performants	performant
analyse	analyse
captage	captage
gaz	gaz
invention	invention
proposée	proposée
développée	développer
chercheurs	chercheur
laboratoire	laboratoir
fluides	fluide
complexes	complexe
leurs	leur
réservoirs	réservoir
lfc-r	lfc-r
cnrsuniversité	cnrsuniversité
pau	pau
pays	pays
adour	adour
agit	agir
cellule	cellul
mesure	mesure
calorimétrique	calorimétrique
permet	permettre
fois	fois
travailler	travailler
sous	sou
haute	haute
pression	pression
400	400
bars	bar
sous	sou
agitation	agitation
volume	volum
échantillon	échantillon
important	important
tout	tout
assurant	assurer
contrôle	contrôle
dynamique	dynamique
pression	pression
tout	tout
adapté	adapter
contraintes	contraindre
géométriques	géométrique
liées	lier
utilisation	utilisation
calorimètre	calorimètr
dit	dire
type	typ
calvet	calvet
alors	alors
possible	possible
traiter	traiter
systèmes	système
polyphasiques	polyphasique
liquidegazsolide	liquidegazsolide
manière	maniérer
homogène	homogène
sous	sou
haute	haute
pression	pression
contrôlée	contrôler
passer	passer
rapidement	rapidement
idée	ider
produit	produire
grâce	grâce
fabmake	fabmake
irt	irt
jules	jule
verne	verne
coeur	coeur
régions	région
passer	passer
rapidement	rapidement
idée	ider
produit	produire
grâce	grâce
fabmake	fabmake
irt	irt
jules	jule
verne	verne
dédié	dédier
manufacturing	manufacturing
institut	institut
technologique	technologique
irt	irt
ambition	ambition
devenir	devenir
dix	dix
ans	an
campus	campu
innovation	innovation
technologique	technologique
dimension	dimension
mondiale	mondial
regroupera	regrouper
même	même
site	site
situé	situer
près	près
nantes	nante
industriels	industriel
établissements	établissement
formation	formation
appliquées	appliqué
publics	public
privés	priver
enfin	enfin
moyens	moyen
prototypage	prototypag
démonstration	démonstration
industrielle	industriel
cadre	cadre
appel	appel
projets	projet
fab	fab
labs	lab
2013	2013
lancé	lancer
ministère	ministère
redressement	redressemer
productif	productif
14	14
dossiers	dossier
celui	celui
irt	irt
jules	jule
verne	verne
154	154
dossiers	dossier
candidatures	candidature
retenus	retenir
décembre	décembre
baptisé	baptiser
fabmake	fabmak
fabulous	fabulou
makers	makers
advanced	advanced
manufacturing	manufacturing
projet	projet
irt	irt
jules	jule
verne	verne
monté	monter
partenariat	partenariat
pôle	pôle
compétitivité	compétitivité
emc2	emc2
groupement	groupement
technocampus	technocampus
collaboration	collaboration
fabshop	fabshop
terme	terme
fabmake	fabmake
coordonné	coordonner
irt	irt
jules	jule
verne	verne
présentera	présenter
sous	sou
forme	forme
atelier	atelier
fabrication	fabrication
digitale	digital
300	300
m2	m2
réunissant	réunir
vingtaine	vingtaine
postes	poste
travail	travail
plateforme	plateform
technocampus	technocampus
emc2	emc2
devrait	devoir
permettre	permettre
développeurs	développeur
passer	passer
rapidement	rapidement
idée	ider
objet	objet
véritable	véritable
espace	espace
créatif	créatif
rassemblant	rassembler
ingénieurs	ingénieur
chercheurs	chercheur
techniciens	technicien
opérateurs	opérateur
étudiants	étudiant
créateurs	créateur
chef	chef
entreprises	entreprendre
conduira	conduire
impulser	impulser
nouvelles	nouveau
méthodes	méthode
travail	travail
collaboratif	collaboratif
issues	issu
monde	monde
start-up	start-up
basées	baser
design	design
thinking	thinking
précisons	préciser
fabmake	fabmak
proposera	proposer
offre	offrir
professionnelle	professionnel
sous	sou
forme	forme
prestations	prestation
payantes	payant
accessibles	accessible
entreprises	entreprise
souhaitant	souhaiter
développer	développer
leur	son
capacité	capacité
innovation	innovation
accompagnement	accompagnemer
mode	mode
projet	projet
animations	animation
formations	formation
techniques	technique
voire	voir
séances	séance
créativité	créativité
seront	être
proposés	proposer
ruche	ruche
transdisciplinaire	transdisciplinaire
intergénérationnelle	intergénérationnell
réalisation	réalisation
fabmake	fabmak
doit	devoir
effectuer	effectuer
phases	phase
début	début
2014	2014
octobre	octobre
2015	2015
ouverture	ouverture
technocampus	technocampu
emc2	emc2
coeur	coeur
plateforme	plateform
technologique	technologique
existante	existant
connectée	connecter
activités	activité
formation	formation
fabrication	fabrication
industrielle	industriel
partir	partir
automne	automne
2015	2015
transfert	transfert
locaux	local
dédiés	dédier
centre	centr
futur	futur
campus	campus
innovation	innovation
technologique	technologique
irt	irt
jules	jule
verne	verne
afin	afin
transposer	transposer
étendre	étendre
méthodes	méthode
autres	autre
acteurs	acteur
écosystème	écosystèm
lui	luire
assurant	assurer
voies	voie
pérennisation	pérennisation
produits	produire
alimentaires	alimentaire
répondre	répondre
besoins	besoin
seniors	senior
but	but
optifel	optifel
côté	côté
pôles	pôle
produits	produit
alimentaires	alimentaire
répondre	répondre
besoins	besoin
seniors	senior
but	but
optifel	optifel
projet	projet
européen	européen
7ème	7èm
pcrd	pcrd
optifel	optifel
optimised	optimised
food	food
products	products
for	for
elderly	elderly
populations	population
labellisé	labelliser
3	3
pôles	pôle
compétitivité	compétitivité
terralia	terralia
vegepolys	vegepoly
vitagora	vitagorer
26	26
équipes	équipe
9	9
pays	pays
européens	européen
1	1
nombreuses	nombreux
entreprises	entreprise
particulier	particulier
françaises	français
seb	seb
y	y
impliquées	impliquer
coordonné	coordonner
catherine	catherine
renard	renard
directrice	directrice
inra	inrer
responsable	responsable
unité	unité
sécurité	sécurité
qualité	qualité
produits	produire
origine	origin
végétale	végétal
projet	projet
but	boire
concevoir	concevoir
produits	produit
alimentaires	alimentaire
optimisés	optimiser
base	base
fruits	fruit
légumes	légume
personnes	personne
âgées	âgé
devrait	devoir
aboutir	aboutir
ici	ici
40	40
mois	mois
mise	mise
marché	marcher
nouveaux	nouveau
produits	produit
alimentaires	alimentaire
emballages	emballage
validés	valider
personnes	personne
âgées	âgé
sera	être
proposée	proposer
série	série
fiches	fiche
pratiques	pratique
répondant	répondre
besoins	besoin
population	population
termes	terme
technologies	technologie
aliments	aliment
ne	ne
avoir	avoir
envie	envie
goût	goût
manger	manger
causes	cause
majeures	majeur
perte	perte
autonomie	autonomie
chez	chez
personnes	personne
âgées	âgé
développe	développer
alors	alors
chez	chez
celles-ci	celui-ci
état	état
dénutrition	dénutrition
fragilise	fragiliser
progressivement	progressivemer
conduit	conduire
souvent	souvent
vers	vers
hospitalisation	hospitalisation
éviter	éviter
arriver	arriver
situation	situation
urgent	urgent
nécessaire	nécessaire
élaborer	élaborer
produits	produit
alimentaires	alimentaire
spécifiques	spécifique
répondent	répondre
mieux	mieux
besoins	besoin
physiologiques	physiologique
nutritionnels	nutritionnel
voire	voire
hédoniques	hédonique
population	population
fixés	fixé
partenaires	partenaire
optifel	optifel
réunis	réunir
17	17
19	19
octobre	octobre
occasion	occasion
kick	kick
off	off
autrement	autrement
dit	dire
réunion	réunion
lancement	lancement
projet	projet
européen	européen
projet	projet
veut	vouloir
intégratif	intégratif
déclare	déclarer
emblée	emblé
sa	son
coordinatrice	coordinateur
catherine	catherin
renard	renard
optifel	optifel
va	aller
conduire	conduire
équipes	équipe
entreprises	entreprendre
y	y
impliquées	impliquer
intéresser	intéresser
non	non
seulement	seulement
personnes	personne
âgées	âgé
afin	afin
mieux	mieux
connaître	connaître
comprendre	comprendre
leurs	leur
besoins	besoin
leurs	leur
désirs	désir
leurs	leur
difficultés	difficulté
termes	terme
alimentation	alimentation
pencher	pencher
procédés	procéder
élaboration	élaboration
fabrication	fabrication
conditionnement	conditionnement
produits	produire
alimentaires	alimentaire
elles	elle
consomment	consommer
ensemble	ensembl
données	donnée
fois	foi
collectées	collecter
permettra	permettre
alors	alors
partenaires	partenaire
projet	projet
imaginer	imaginer
produits	produit
conçus	concevoir
formulés	formuler
telle	tel
manière	manière
ils	il
puissent	pouvoir
répondre	répondre
attentes	attente
personnes	personne
âgées	âgé
produits	produit
alimentaires	alimentaire
présentant	présenter
non	non
seulement	seulement
bonne	bon
teneur	teneur
nutriments	nutriment
notamment	notamment
protéines	protéine
vitamines	vitamine
adaptée	adapter
besoins	besoin
nutritionnels	nutritionnel
personnes	personne
âgées	âgé
qualités	qualité
gustatives	gustatif
requises	requérir
texture	texture
spécifique	spécifique
facilite	facilit
déglutition	déglutition
produits	produire
nous	nous
allons	aller
fabriquer	fabriquer
caractériser	caractériser
observer	observer
étape	étape
nous	nous
semble	sembler
importante	important
celle	celui
leur	son
préparation	préparation
maisons	maison
retraite	retraire
services	service
portage	portag
domicile	domicil
explique	expliquer
chercheuse	chercheur
inra	inrer
bien	bien
souvent	souvent
certain	certain
temps	temps
écoule	écoul
préparation	préparation
aliment	aliment
sa	son
consommation	consommation
or	or
quel	quel
impact	impact
durées	durée
qualités	qualité
nutritionnelles	nutritionnel
gustatives	gustative
aliment	aliment
termes	terme
risques	risque
voire	voire
coût	coût
point	point
vue	vue
environnemental	environnemental
nous	nous
faut	falloir
pouvoir	pouvoir
répondre	répondre
questions	question
réussir	réussir
optimiser	optimiser
toute	tout
logistique	logistique
chaîne	chaîne
observe	observer
catherine	catherine
renard	renard
impliqué	impliquer
projet	projet
groupe	groupe
seb	seb
stratégie	stratégie
proposer	proposer
marché	marché
appareils	appareil
utilisation	utilisation
garantit	garantir
bénéfice	bénéfic
nutritionnel	nutritionnel
consommateurs	consommateur
va	aller
intéresser	intéresser
particulièrement	particulièrement
seniors	senior
domicile	domicile
nous	nous
souhaitons	souhaiter
apporter	apporter
services	service
personnes	personne
début	début
fragilité	fragilité
notre	notre
aider	aider
maintenir	maintenir
niveau	niveau
alimentation	alimentation
qualité	qualité
leur	son
permettant	permettre
rester	rester
domicile	domicil
résume	résumer
mariette	mariette
sicard	sicard
chef	chef
projet	projet
innovation	innovation
agroalimentaire	agroalimentaire
seb	seb
y	y
parvenir	parvenir
ses	son
équipes	équipe
vont	aller
collaborer	collaborer
bien	bien
spécialistes	spécialiste
procédés	procédé
alimentaires	alimentaire
sensoriel	sensoriel
encore	encore
texture	texture
aliments	aliment
équipe	équipe
catherine	catherin
renard	renard
nous	nous
allons	aller
nous	nous
